#,NAME,,PSRJ,,RAJD,,DECJD,,P0,,,DIST,
1484,J1709-4401,bbb+12,J1709-4401,bbb+12,257.42246,1.2e-04,-44.01978,1.7e-04,0.8652353343,7.0e-10,bbb+12,4.597,
1485,B1706-44,jlm+92,J1709-4429,jlm+92,257.428033,8.3e-06,-44.485622,1.7e-05,0.102459245929,8.0e-12,wmp+00,2.600,
1486,J1710-2616,bbb+12,J1710-2616,bbb+12,257.5204,4.2e-04,-26.276,5.6e-03,0.954158007,1.0e-09,bbb+12,5.201,
1487,J1710-37,ncb+15,J1710-37,ncb+15,257.62,1.2e-01,-37.50,1.2e-01,0.79265922183,3.0e-11,ncb+15,6.090,
1488,J1710-4148,kbm+03,J1710-4148,kbm+03,257.59896,1.7e-04,-41.8053,5.6e-04,0.286561228631,1.5e-11,kbm+03,7.193,
1489,J1710+4923,slr+14,J1710+4923,slr+14,257.51850454,9.7e-08,49.38652178,6.9e-08,0.00322022839856445,5.0e-17,lsk+18,0.506,
1490,B1709-15,dtws85,J1711-1509,dtws85,257.97942,3.5e-05,-15.16104,1.9e-04,0.868804249026,4.0e-12,hlk+04,1.081,
1491,J1711-3826,kbm+03,J1711-3826,kbm+03,257.9352,3.8e-04,-38.4372,1.4e-03,0.46536464559,7.0e-11,kbm+03,4.146,
1492,J1711-4322,lfl+06,J1711-4322,lfl+06,257.79400,5.0e-05,-43.38142,1.4e-04,0.1026182883472,6.0e-13,lfl+06,3.986,
1493,B1707-53,mlt+78,J1711-5350,mlt+78,257.97137,4.2e-05,-53.83842,5.6e-05,0.899232734814,9.0e-12,lbs+20,4.498,
1494,J1712-2715,ebvb01,J1712-2715,ebvb01,258.04879,4.2e-05,-27.2647,5.6e-04,0.255359660118,3.0e-12,ebvb01,3.118,
1495,J1712-391,bri+06,J1712-391,bri+06,258.15,1.5e-01,-39.72,1.2e-01,0.778149,1.0e-06,bri+06,4.355,
1496,J1712-392,bri+06,J1712-392,bri+06,258.15,1.5e-01,-39.72,1.2e-01,0.0925277,1.0e-07,bri+06,4.843,
1497,J1713+0747,fwc93,J1713+0747,fwc93,258.4563907697,1.5e-09,7.793744379,3.0e-09,0.004570136598623225,7.0e-18,rsc+21,1.311,
1498,J1713-3844,kbm+03,J1713-3844,kbm+03,258.2596,4.2e-04,-38.741,2.5e-03,1.6001140423,3.0e-10,kbm+03,4.426,
1499,J1713-3949,cpkm02,J1713-3949,cpkm02,258.37,1.5e-01,-39.82,1.2e-01,0.3924514,5.0e-07,bri+06,3.885,
1500,J1713+7810,scb+19,J1713+7810,scb+19,258.36279,1.2e-04,78.17611,2.2e-05,0.43252593524,3.0e-11,tbc+20,4.580,
1501,J1714-1054,jbo+09,J1714-1054,jbo+09,258.66717,2.1e-05,-10.90303,8.3e-05,0.696278743075,9.0e-12,jbo+09,0.215,
1502,J1714-3810,hg10a,J1714-3810,hg10a,258.5239,5.8e-04,-38.17525,1.7e-04,3.824936,1.7e-05,hg10b,13.200,
1503,J1714-3830,plca18,J1714-3830,plca18,258.58250,0,-38.50639,0,0.08414,0,aab+22,*,
1504,J1715-3247,kel+09,J1715-3247,kel+09,258.8477,4.2e-04,-32.7917,5.6e-04,1.26021405926,8.0e-11,kel+09,4.047,
1505,J1715-3700,mlc+01,J1715-3700,mlc+01,258.7902,8.3e-04,-37.001,3.9e-03,0.7796281140,4.0e-10,mlc+01,5.013,
1506,J1715-3859,lfl+06,J1715-3859,lfl+06,258.90787,1.2e-04,-38.9903,2.5e-04,0.92810750775,3.0e-11,lfl+06,5.158,
1507,J1715-3903,kbm+03,J1715-3903,kbm+03,258.80867,1.7e-04,-39.04919,2.5e-05,0.27849394744,7.0e-11,psj+19,3.737,
1508,J1715-4034,kbm+03,J1715-4034,kbm+03,258.92050,1.2e-04,-40.5717,2.8e-04,2.07215459758,4.0e-11,lbs+20,3.917,
1509,J1715-4254,hfs+04,J1715-4254,hfs+04,258.7939,3.8e-04,-42.9150,1.1e-03,0.57374535892,7.0e-11,hfs+04,18.772,
1510,J1715+46,scb+19,J1715+46,scb+19,258.95,7.5e-02,46.05,5.0e-02,0.5481,0,scb+19,1.754,
1511,J1716+34,aab+22,J1716+34,aab+22,259.03333,0,34.60306,0,0.00211,0,aab+22,*,
1512,J1716-3720,mlc+01,J1716-3720,mlc+01,259.0473,2.5e-04,-37.3456,8.3e-04,0.63031371285,6.0e-11,mlc+01,5.375,
1513,J1716-4005,eklk13,J1716-4005,eklk13,259.17525,1.7e-04,-40.0908,5.6e-04,0.31181276456,4.0e-11,eklk13,5.418,
1514,J1716-4111,kel+09,J1716-4111,kel+09,259.18461,2.9e-05,-41.18597,1.7e-04,1.03606727254,3.0e-11,kel+09,4.387,
1515,J1716-4711,bbb+12,J1716-4711,bbb+12,259.00462,2.9e-05,-47.18358,8.3e-05,0.55582421598,6.0e-11,bbb+12,21.907,
1516,J1717+03,dsm+16,J1717+03,dsm+16,259.48,1.2e-01,3.18,1.3e-01,3.901,0,dsm+16,1.238,
1517,B1714-34,jlm+92,J1717-3425,jlm+92,259.33435,3.7e-05,-34.41655,1.1e-04,0.65629923146,7.0e-11,hlk+04,25.000,
1518,J1717-3737,kbm+03,J1717-3737,kbm+03,259.31650,8.3e-05,-37.6267,2.8e-04,0.68241862653,3.0e-11,kbm+03,4.334,
1519,J1717-3847,kbm+03,J1717-3847,kbm+03,259.327,2.1e-03,-38.784,5.6e-03,1.1494989184,6.0e-10,kbm+03,5.012,
1520,J1717-3953,lfl+06,J1717-3953,lfl+06,259.3565,8.3e-04,-39.899,2.2e-03,1.08552061541,1.8e-10,lfl+06,6.537,
1521,J1717-4043,kbm+03,J1717-4043,kbm+03,259.4496,2.5e-04,-40.7306,5.6e-04,0.39785744656,3.0e-11,kbm+03,14.244,
1522,J1717-40435,kbm+03,J1717-40435,kbm+03,259.2583,1.7e-03,-40.725,2.5e-03,0.34992850807,1.0e-10,kbm+03,16.635,
1523,B1713-40,jlm+92,J1717-4054,jlm+92,259.46817,1.2e-04,-41.05494,1.9e-04,0.88771945634,3.0e-11,jbv+19,7.283,
1524,J1717+4308A,prl+20,J1717+4308A,prl+20,259.27706833,1.7e-07,43.13430017,1.7e-07,0.0031597205227830,5.0e-16,pqm+21,8.500,
1525,J1717-5800,ebvb01,J1717-5800,ebvb01,259.39854,8.3e-05,-58.00150,8.3e-05,0.321793346869,6.0e-12,ebvb01,11.223,
1526,J1718-3714,hfs+04,J1718-3714,hfs+04,259.5775,6.7e-04,-37.238,2.5e-03,1.2893787775,3.0e-10,hfs+04,5.326,
1527,J1718-3718,hfs+04,J1718-3718,hfs+04,259.54096,4.2e-05,-37.31431,5.6e-05,3.3785742533,4.0e-10,mh11,3.918,
1528,J1718-3825,mlc+01,J1718-3825,mlc+01,259.556521,1.7e-05,-38.42168,4.2e-05,0.0746746986613,5.0e-13,saa+23,3.488,
1529,J1718-41,ncb+15,J1718-41,ncb+15,259.55,1.2e-01,-41.12,1.2e-01,0.5484192,1.2e-06,ncb+15,11.597,
1530,J1718-4539,lfl+06,J1718-4539,lfl+06,259.54958,1.7e-04,-45.6544,2.5e-04,0.59047278772,3.0e-11,lfl+06,13.803,
1531,J1719-1438,bbb+11a,J1719-1438,bbb+11a,259.7919705,2.1e-07,-14.6335950,1.1e-06,0.0057901517700238,5.0e-16,nbb+14,0.336,
1532,J1719-2330,bbb+12,J1719-2330,bbb+12,259.9004,1.7e-03,-23.50,2.0e-02,0.453992694395,1.9e-11,bsb+19,4.274,
1533,J1719-3458,ccb+20,J1719-3458,ccb+20,259.800588,1.3e-05,-34.97289,5.6e-05,0.493774733755,3.0e-12,ccb+20,16.425,
1534,B1715-40,jlm+92,J1719-4006,jlm+92,259.75718,4.2e-05,-40.11653,1.1e-04,0.189094492501,2.0e-12,jml+95,9.783,
1535,J1719-4302,kbm+03,J1719-4302,kbm+03,259.95321,4.2e-05,-43.03650,1.7e-04,0.23547520029,3.0e-11,kbm+03,13.437,
1536,J1720+00,dsm+16,J1720+00,dsm+16,260.23,1.2e-01,0.67,1.3e-01,3.357,0,dsm+16,2.555,
1537,B1718-02,mlt+78,J1720-0212,mlt+78,260.23862,4.6e-05,-2.20664,1.4e-04,0.477715343692,3.0e-12,hlk+04,2.357,
1538,B1717-16,stwd85,J1720-1633,stwd85,260.10503,4.2e-05,-16.5594,4.0e-04,1.56560114802,3.0e-11,hlk+04,0.988,
1539,J1720+2150,fcwa95,J1720+2150,fcwa95,260.00542,8.3e-05,21.83689,1.1e-04,1.61566378034,7.0e-11,lwf+04,5.583,
1540,J1720-2446,bbb+12,J1720-2446,bbb+12,260.0936,2.5e-04,-24.774,3.3e-03,0.87426457245,8.0e-11,bbb+12,3.877,
1541,B1717-29,dls72,J1720-2933,dls72,260.14216,4.2e-05,-29.5545,3.0e-04,0.6204483653468,1.6e-12,hlk+04,1.095,
1542,J1720-36,ncb+15,J1720-36,ncb+15,260.22,1.2e-01,-36.88,1.2e-01,0.09213212,3.0e-08,ncb+15,3.783,
1543,J1720-3659,mlc+01,J1720-3659,mlc+01,260.00823,3.8e-05,-36.98514,1.1e-04,0.351124633722,5.0e-12,mlc+01,3.909,
1544,B1718-19,lbhb93,J1721-1936,lbhb93,260.25617,1.8e-04,-19.6140,2.0e-03,1.00403745670,1.9e-10,hlk+04,8.010,
1545,J1721-1939,ebvb01,J1721-1939,ebvb01,260.44421,1.7e-04,-19.6636,1.4e-03,0.404039751280,1.5e-11,ebvb01,5.621,
1546,J1721-2457,eb01b,J1721-2457,eb01b,260.2729079,1.3e-06,-24.951714,1.4e-05,0.00349663378270016,1.9e-16,jsb+10,1.393,
1547,B1718-35,jlm+92,J1721-3532,jlm+92,260.38658,6.5e-05,-35.5471,3.0e-04,0.280423858549,6.0e-12,hlk+04,4.600,
1548,B1718-32,dls72,J1722-3207,dls72,260.512329,8.3e-06,-32.12925,5.6e-05,0.4771579477894,1.6e-12,jbv+19,2.928,
1549,J1722+35,ttol16,J1722+35,ttol16,260.52,5.0e-02,35.30,5.0e-02,0.8216,0,scb+19,2.196,
1550,B1718-36,jlm+92,J1722-3632,jlm+92,260.54090,3.3e-05,-36.54814,1.4e-04,0.399183351758,4.0e-12,jml+95,3.992,
1551,B1719-37,mlt+78,J1722-3712,mlt+78,260.74671,1.7e-04,-37.20125,2.2e-05,0.23617974343,4.0e-11,psj+19,2.477,
1552,J1722-4400,lfl+06,J1722-4400,lfl+06,260.69382,5.0e-05,-44.00922,8.3e-05,0.2185540958272,1.5e-12,lfl+06,9.068,
1553,J1723-2837,fsk+04,J1723-2837,fsk+04,260.846607,3.3e-06,-28.63255,3.1e-05,0.001855732795729,1.1e-14,cls+13,0.928,
1554,J1723-2852,eklk13,J1723-2852,eklk13,260.9925,1.3e-03,-28.881,4.2e-03,0.6250339127,1.2e-09,eklk13,4.768,
1555,J1723-3659,mlc+01,J1723-3659,mlc+01,260.7816,7.1e-04,-36.9873,2.2e-04,0.2027248992079,1.3e-12,psj+19,3.497,
1556,J1723-38,ncb+15,J1723-38,ncb+15,260.8,1.2e+00,-38.33,1.2e-01,0.76579581473,1.0e-10,ncb+15,6.842,
1557,J1724-3149,hfs+04,J1724-3149,hfs+04,261.1870,2.9e-04,-31.8178,1.1e-03,0.94823697410,9.0e-11,hfs+04,17.898,
1558,J1724-35,ekl09,J1724-35,ekl09,261.18,1.5e-01,-35.82,1.2e-01,1.42199,2.0e-05,kle+10,4.330,
1559,J1724-3505,mlc+01,J1724-3505,mlc+01,261.1995,7.1e-04,-35.0933,1.9e-03,1.2217076921,3.0e-10,mlc+01,6.775,
1560,J1724-4500,lfl+06,J1724-4500,lfl+06,261.1075,1.3e-03,-45.0042,1.1e-03,1.3091087873,3.0e-10,lfl+06,7.366,
1561,J1725-0732,crh+06a,J1725-0732,crh+06a,261.30117,2.5e-05,-7.54978,8.3e-05,0.239919487227,4.0e-12,crh+06a,0.203,
1562,J1725-2852,lfl+06,J1725-2852,lfl+06,261.2913,1.3e-03,-28.873,4.7e-03,1.257787625,1.0e-08,lfl+06,4.251,
1563,J1725-3546,mlc+01,J1725-3546,mlc+01,261.4258,1.3e-03,-35.7711,1.9e-03,1.0324711993,4.0e-10,mlc+01,4.784,
1564,J1725-3848,kbm+03,J1725-3848,kbm+03,261.250,2.1e-03,-38.810,3.9e-03,2.0623862583,1.3e-09,kbm+03,4.141,
1565,J1725-3853,mlb+12,J1725-3853,mlb+12,261.3636,3.3e-04,-38.884500,1.4e-05,0.004791822704,3.0e-12,mlb+12,3.142,
1566,J1725-4043,kbm+03,J1725-4043,kbm+03,261.42258,1.7e-04,-40.7197,5.6e-04,1.46507137487,9.0e-11,kbm+03,4.465,
1567,J1726-00,dsm+13,J1726-00,dsm+13,261.60,1.2e-01,-0.25,1.3e-01,1.3086,0,dsm+13,3.049,
1568,J1726-31,kek+13,J1726-31,kek+13,261.65,1.2e-01,-31.95,1.2e-01,0.12347018,9.0e-08,kek+13,5.125,
1569,J1726-3530,mlc+01,J1726-3530,mlc+01,261.5313,2.5e-04,-35.4994,1.1e-03,1.11013244403,5.0e-11,mlc+01,4.722,
1570,J1726-3635,mlc+01,J1726-3635,mlc+01,261.70671,1.2e-04,-36.5960,3.6e-04,0.287431567184,1.3e-11,mlc+01,4.847,
1571,J1726-4006,hfs+04,J1726-4006,hfs+04,261.6390,2.9e-04,-40.1006,1.1e-03,0.88277826565,1.0e-10,hfs+04,9.401,
1572,J1726-52,brs+19,J1726-52,brs+19,261.50000,0,-52.00000,0,0.6318,0,brs+19,6.724,
1573,J1727-1609,aab+22,J1727-1609,aab+22,262.01250,0,-16.18611,0,0.00245,0,aab+22,*,
1574,J1727-2739,hfs+04,J1727-2739,hfs+04,261.87908,1.2e-04,-27.6481,1.1e-03,1.2930999463,6.0e-10,lbs+20,3.959,
1575,J1727-29,kle+10,J1727-29,kle+10,261.83,1.4e-01,-29.98,1.2e-01,*,0,*,2.613,
1576,J1727-2946,fsk+04,J1727-2946,fsk+04,261.8128955,7.1e-07,-29.776888,4.7e-06,0.0270831832440066,1.2e-15,lem+15,1.881,
1577,J1727-2951,ccb+20,J1727-2951,ccb+20,261.75168,2.1e-05,-29.8613,2.2e-04,0.0284049534402,6.0e-13,ccb+20,5.415,
1578,B1726-00,stwd85,J1728-0007,stwd85,262.14508,2.8e-05,-0.12917,8.0e-05,0.3860037238349,1.5e-12,hlk+04,1.459,
1579,J1728-3733,mlc+01,J1728-3733,mlc+01,262.1927,6.7e-04,-37.552,2.5e-03,0.61553824309,1.6e-10,mlc+01,4.557,
1580,J1728-4028,lfl+06,J1728-4028,lfl+06,262.1153,7.1e-04,-40.4694,1.1e-03,0.866342509,4.0e-09,lfl+06,6.904,
1581,J1729-2117,btb+15,J1729-2117,btb+15,262.29503,2.5e-05,-21.2911,2.8e-04,0.0662928992668,4.0e-13,btb+15,0.969,
1582,J1730-2304,lnl+95,J1730-2304,lnl+95,262.59029571,1.7e-07,-23.075321,3.0e-06,0.008122798048058056,2.0e-17,rsc+21,0.620,
1583,J1730-2900,lfl+06,J1730-2900,lfl+06,262.5345,4.2e-04,-29.013,3.3e-03,1.5384267263,3.0e-10,lfl+06,12.054,
1584,B1727-33,jlm+92,J1730-3350,jlm+92,262.63566,5.1e-05,-33.8443,3.0e-04,0.1395056216331,8.0e-13,saa+23,3.488,
1585,J1730-3353,hfs+04,J1730-3353,hfs+04,262.7316,4.2e-04,-33.894,3.3e-03,3.2702418032,5.0e-10,hfs+04,3.460,
1586,J1730-34,ncb+15,J1730-34,ncb+15,262.53,1.2e-01,-34.80,1.2e-01,0.09982956,1.5e-07,ncb+15,4.566,
1587,J1731-1847,kjv+10,J1731-1847,kjv+10,262.82337426,7.1e-08,-18.7924072,8.3e-07,0.00234455954688568,1.1e-16,nbb+14,4.782,
1588,J1731-3123,hfs+04,J1731-3123,hfs+04,262.75221,1.2e-04,-31.3953,1.1e-03,0.75304798900,3.0e-11,hfs+04,7.285,
1589,J1731-33,ccb+20,J1731-33,ccb+20,262.95,1.0e-01,-33.80,1.2e-01,0.6069003,1.6e-06,ccb+20,4.341,
1590,J1731-3322,ncb+15,J1731-3322,ncb+15,262.8096,4.2e-04,-33.3792,5.6e-04,0.54467054719,4.0e-11,ncb+15,5.552,
1591,B1727-47,lvw68,J1731-4744,lvw68,262.92567,2.1e-05,-47.743406,1.7e-05,0.82982878524,5.0e-11,wmp+00,0.700,
1592,J1732-1930,lml+98,J1732-1930,lml+98,263.08344,1.3e-04,-19.5024,1.9e-03,0.483769998047,8.0e-12,hlk+04,2.634,
1593,J1732-3131,aaa+09c,J1732-3131,aaa+09c,263.13975,1.2e-04,-31.5231,5.6e-04,0.196543154965,2.0e-11,rkp+11,0.640,
1594,J1732-3426,lfl+06,J1732-3426,lfl+06,263.0299,2.9e-04,-34.4347,8.3e-04,0.33288667881,4.0e-11,lfl+06,4.333,
1595,J1732-35,ncb+15,J1732-35,ncb+15,263.13,1.0e-01,-35.08,1.2e-01,0.126689998553,5.0e-12,ncb+15,4.042,
1596,J1732-3729,kbm+03,J1732-3729,kbm+03,263.0867,2.1e-04,-37.4847,8.3e-04,2.18400134708,1.5e-10,kbm+03,10.938,
1597,B1729-41,mlt+78,J1732-4128,mlt+78,263.2083,4.2e-04,-41.4800,1.1e-03,0.6279806844,3.0e-10,nmc81,7.235,
1598,J1732-4156,hfs+04,J1732-4156,hfs+04,263.20358,1.7e-04,-41.9416,4.4e-04,0.323434055969,1.3e-11,hfs+04,11.528,
1599,J1732-5049,eb01b,J1732-5049,eb01b,263.19902793,9.9e-08,-50.81672087,1.0e-07,0.0053125502904328,3.0e-16,rsc+21,1.873,
1600,J1733-01,mss+20,J1733-01,mss+20,263.2,0.0e+00,-1.0,-nan,0.302,0.0e+00,mss+20,2.759,
1601,B1730-22,dls73,J1733-2228,dls73,263.36016,1.5e-04,-22.477,3.0e-03,0.871682832986,3.0e-12,hlk+04,1.105,
1602,J1733-2533,lfl+06,J1733-2533,lfl+06,263.3578,3.3e-04,-25.553,5.0e-03,0.65979414168,4.0e-11,lfl+06,12.040,
1603,J1733-2837,lfl+06,J1733-2837,lfl+06,263.3913,2.1e-04,-28.626,2.2e-03,0.76818455674,6.0e-11,lfl+06,4.740,
1604,J1733-3030,hfs+04,J1733-3030,hfs+04,263.4954,2.5e-04,-30.5136,1.9e-03,0.362051962860,1.4e-11,hfs+04,20.614,
1605,J1733-3322,mhl+02,J1733-3322,mhl+02,263.4800,3.3e-04,-33.3675,1.1e-03,1.24591463402,8.0e-11,mhl+02,4.237,
1606,B1730-37,jlm+92,J1733-3716,jlm+92,263.361510,5.4e-06,-37.282008,1.7e-05,0.33759499958,1.3e-10,hly+20,3.150,
1607,J1733-4005,hfs+04,J1733-4005,hfs+04,263.49433,1.2e-04,-40.0944,4.2e-04,0.561778329077,1.3e-11,hfs+04,19.225,
1608,J1733-5515,bbb+12,J1733-5515,bbb+12,263.2517,1.3e-03,-55.2611,1.4e-03,1.011233535,8.0e-09,bbb+12,4.217,
1609,B1732-02,dtws85,J1734-0212,dtws85,263.69025,1.0e-04,-2.2109,4.0e-04,0.839394324968,9.0e-12,hlk+04,1.798,
1610,J1734-2415,lfl+06,J1734-2415,lfl+06,263.6733,1.3e-03,-24.26,2.5e-02,0.61252373999,1.2e-10,lfl+06,3.436,
1611,J1734-2859,ccb+20,J1734-2859,ccb+20,263.50048,4.2e-05,-28.9982,4.4e-04,0.301455877926,9.0e-12,ccb+20,11.352,
1612,J1734-3058,ncb+15,J1734-3058,ncb+15,263.71183,2.9e-05,-30.9782,2.2e-04,0.541285680730,5.0e-12,ncb+15,3.744,
1613,J1734-3333,mhl+02,J1734-3333,mhl+02,263.6121,8.3e-04,-33.556,2.8e-03,1.169340685,5.0e-09,elk+11,4.461,
1614,J1735-0243,blr+13,J1735-0243,blr+13,263.9504,8.3e-04,-2.7300,1.4e-03,0.7828869765,5.0e-10,blr+13,0.992,
1615,B1732-07,ll76,J1735-0724,ll76,263.7707208,4.2e-07,-7.4144806,2.8e-07,0.4193349661853,1.1e-12,hlk+04,6.400,
1616,J1735-3258,mhl+02,J1735-3258,mhl+02,263.9872,1.5e-03,-32.97273,1.2e-04,0.350971731451,3.0e-12,psj+19,4.974,
1617,J1735+6320,scb+19,J1735+6320,scb+19,263.777342,1.7e-05,63.333350,8.3e-06,0.510718135408,1.0e-12,mbc+20,25.000,
1618,J1736+05,cnst96,J1736+05,cnst96,264.23,6.7e-02,5.80,8.3e-02,0.999245,3.0e-06,cnst96,2.494,
1619,J1736-2457,lfl+06,J1736-2457,lfl+06,264.1893,3.3e-04,-24.964,6.1e-03,2.64222343904,1.4e-10,lfl+06,4.483,
1620,J1736-2819,hfs+04,J1736-2819,hfs+04,264.1030,3.8e-04,-28.328,4.4e-03,1.59241948019,1.3e-10,hfs+04,6.012,
1621,J1736-2843,hfs+04,J1736-2843,hfs+04,264.1775,6.7e-04,-28.731,6.1e-03,6.4450360861,1.7e-09,hfs+04,10.415,
1622,J1736-3422,nie+20,J1736-3422,nie+20,264.00000,0,-34.36667,0,0.347222,0,nie+20,*,
1623,J1736-3511,kbm+03,J1736-3511,kbm+03,264.0113,1.3e-03,-35.199,3.1e-03,0.50280278290,1.3e-10,kbm+03,2.626,
1624,J1737-0314A,pqm+21,J1737-0314A,pqm+21,264.39953308,1.3e-07,-3.2429931,2.8e-07,0.00197997624609088,1.6e-16,pqm+21,9.140,
1625,J1737-0314B,pqm+21,J1737-0314B,pqm+21,264.4,0.0e+00,-3.2,-nan,0.00852,0.0e+00,pqm+21,9.140,
1626,J1737-0314C,pqm+21,J1737-0314C,pqm+21,264.4,0.0e+00,-3.2,-nan,0.00846,0.0e+00,pqm+21,9.140,
1627,J1737-0314D,pqm+21,J1737-0314D,pqm+21,264.4,0.0e+00,-3.2,-nan,0.00289,0.0e+00,pqm+21,9.140,
1628,J1737-0314E,pqm+21,J1737-0314E,pqm+21,264.4,0.0e+00,-3.2,-nan,0.00228,0.0e+00,pqm+21,9.140,
1629,J1737-0811,blr+13,J1737-0811,blr+13,264.4463015,5.8e-07,-8.1858019,1.4e-06,0.0041750173128551,8.0e-16,blr+13,0.206,
1630,J1737-3102,mhl+02,J1737-3102,mhl+02,264.39054,1.7e-04,-31.0335,1.1e-03,0.76867227339,5.0e-11,mhl+02,3.602,
1631,J1737-3137,mhl+02,J1737-3137,mhl+02,264.26788,1.7e-04,-31.6225,8.3e-04,0.45043236999,7.0e-11,mhl+02,4.162,
1632,J1737-3320,hfs+04,J1737-3320,hfs+04,264.2938,2.1e-04,-33.3389,1.4e-03,0.81627308018,6.0e-11,hfs+04,13.384,
1633,B1734-35,jlm+92,J1737-3555,jlm+92,264.41683,2.5e-05,-35.92883,1.1e-04,0.397584746441,3.0e-12,jml+95,2.489,
1634,J1738+0333,jac05,J1738+0333,jac05,264.72486,0,3.553018519,8.3e-09,0.0058500958597756860,1.1e-18,fwe+12,1.695,
1635,J1738+04,dsm+16,J1738+04,dsm+16,264.60,1.2e-01,4.33,1.3e-01,1.39179,0,dsm+16,1.083,
1636,J1738-2330,lfl+06,J1738-2330,lfl+06,264.5367,1.3e-03,-23.51,2.9e-02,1.97884743163,4.0e-11,lfl+06,2.832,
1637,J1738-2647,hfs+04,J1738-2647,hfs+04,264.52096,1.7e-04,-26.796,7.2e-03,0.34959099098,5.0e-11,hfs+04,4.127,
1638,J1738-2736,ncb+15,J1738-2736,ncb+15,264.56095,2.1e-05,-27.6072,2.5e-04,0.627715518484,1.9e-11,ncb+15,11.991,
1639,J1738-2955,mhl+02,J1738-2955,mhl+02,264.71717,8.3e-05,-29.93262,5.0e-05,0.44342528830,4.0e-11,psj+19,3.460,
1640,J1738-3107,hfs+04,J1738-3107,hfs+04,264.6975,1.3e-03,-31.129,3.9e-03,0.54949769829,1.3e-10,hfs+04,4.790,
1641,B1735-32,cjlm87,J1738-3211,cjlm87,264.72577,3.6e-05,-32.19823,1.6e-04,0.768498945480,3.0e-12,hlk+04,1.274,
1642,J1738-3316,hfs+04,J1738-3316,hfs+04,264.6435,2.5e-04,-33.2671,1.4e-03,0.73037251102,5.0e-11,hfs+04,3.755,
1643,J1739+0612,jbo+09,J1739+0612,jbo+09,264.824858,1.7e-05,6.2079,2.8e-04,0.234169035616,3.0e-12,jbo+09,25.000,
1644,J1739-1313,ebvb01,J1739-1313,ebvb01,264.99092,2.5e-05,-13.22183,1.1e-04,1.215697613611,9.0e-12,ebvb01,0.735,
1645,J1739-2521,cbmp17,J1739-2521,cbmp17,264.8860,2.3e-04,-25.366,4.2e-03,1.81846119286,2.4e-10,jcs+17,4.411,
1646,B1736-29,cl86,J1739-2903,cl86,264.892883,8.3e-06,-29.05061,5.6e-05,0.322886477381,6.0e-12,psj+19,2.911,
1647,J1739-3023,mhl+02,J1739-3023,mhl+02,264.91579,1.7e-04,-30.38692,3.6e-05,0.114371728447,1.8e-11,psj+19,3.074,
1648,J1739-3049,mhl+02,J1739-3049,mhl+02,264.8468,2.5e-04,-30.8278,1.4e-03,0.239317178406,1.8e-11,mhl+02,4.380,
1649,B1736-31,cl86,J1739-3131,cl86,264.85127,2.3e-05,-31.52092,1.4e-04,0.52944098843,1.5e-10,hlk+04,4.403,
1650,J1739-3159,mhl+02,J1739-3159,mhl+02,264.9528,3.3e-04,-31.997,2.5e-03,0.87756123714,1.5e-10,mhl+02,3.794,
1651,J1739-3951,lfl+06,J1739-3951,lfl+06,264.90938,1.7e-04,-39.8668,2.2e-04,0.341772476799,1.0e-11,lfl+06,0.784,
1652,J1740+1000,mca00,J1740+1000,mca00,265.10813,2.1e-05,10.00175,5.6e-05,0.1540957973985,5.0e-13,saa+23,1.227,
1653,B1737+13,mlt+78,J1740+1311,mlt+78,265.030606,5.0e-06,13.199081,8.3e-06,0.803050264794,4.0e-12,hlk+04,4.176,
1654,J1740-2540,hfs+04,J1740-2540,hfs+04,265.1888,2.5e-04,-25.672,5.0e-03,1.69265634040,9.0e-11,hfs+04,15.056,
1655,J1740+27,scb+19,J1740+27,scb+19,265.13,5.0e-02,27.22,5.0e-02,1.0582,0,scb+19,3.507,
1656,B1737-30,cl86,J1740-3015,cl86,265.14092,4.2e-05,-30.26208,5.6e-05,0.60688662425,4.0e-11,ywml10,0.400,
1657,J1740-3052,sml+01,J1740-3052,sml+01,265.20834,2.1e-05,-30.86786,5.8e-05,0.570313411724,3.0e-12,msk+12,4.748,
1658,J1740-3327,hfs+04,J1740-3327,hfs+04,265.10717,1.2e-04,-33.4649,4.7e-04,0.515000656402,1.4e-11,hfs+04,4.191,
1659,J1740-5340A,dlm+01,J1740-5340A,dlm+01,265.185788,1.7e-05,-53.67803,2.8e-05,0.00365032889720,1.0e-14,dpm+01,2.482,
1660,J1740-5340B,zrb+22,J1740-5340B,zrb+22,265.17763,4.2e-05,-53.67447,8.3e-05,0.00578696848909,1.1e-13,zrb+22,2.482,
1661,B1738-08,mlt+78,J1741-0840,mlt+78,265.3440121,4.2e-07,-8.6754753,2.8e-07,2.043082458401,6.0e-12,hlk+04,3.300,
1662,J1741+1351,jbo+07,J1741+1351,jbo+07,265.379769744,7.4e-09,13.862254413,1.0e-08,0.003747154500259940,8.0e-18,abb+18,1.667,
1663,J1741-2019,ebvb01,J1741-2019,ebvb01,265.27863,1.2e-04,-20.3233,1.4e-03,3.90450636119,1.3e-10,ebvb01,2.553,
1664,J1741-2054,aaa+09c,J1741-2054,aaa+09c,265.48867,8.3e-05,-20.90328,8.3e-05,0.41370012084,1.8e-10,rkp+11,0.300,
1665,J1741-21,mss+20,J1741-21,mss+20,265.25000,0,-21.00000,0,2.565,0,mss+20,5.168,
